_Leaf_,code,DGNS_DESC,all_pc,all_cnt,leaf_total
4,R103,pain localized to other parts of lower abdomen,,,203
4,R109,unspecified abdominal pain,,,203
4,R309,"painful micturition, unspecified",,,203
4,R310,gross hematuria,,,203
4,R339,"retention of urine, unspecified",,,203
4,R351,nocturia,,,203
4,R730,abnormal glucose,,,203
4,R829,other and unspecified abnormal findings in urine,,,203
4,R972,elevated prostate specific antigen [psa],,,203
4,Z798,other long term (current) drug therapy,,,203
4,Z854,personal history of malignant neoplasm of genital organs,,,203
4,E079,"disorder of thyroid, unspecified",,,203
4,E538,deficiency of other specified b group vitamins,,,203
4,N200,calculus of kidney,,,203
4,N301,interstitial cystitis (chronic),,,203
4,N328,other specified disorders of bladder,,,203
4,N393,stress incontinence (female) (male),,,203
4,N394,other specified urinary incontinence,,,203
4,N419,"inflammatory disease of prostate, unspecified",,,203
4,R358,other polyuria,,,203
4,R398,other symptoms and signs involving the genitourinary system,,,203
4,R399,unsp symptoms and signs involving the genitourinary system,,,203
4,R739,"hyperglycemia, unspecified",,,203
4,R809,"proteinuria, unspecified",,,203
4,Z014,encounter for gynecological examination,,,203
4,Z121,encntr screen for malignant neoplasm of intestinal tract,,,203
4,Z124,encounter for screening for malignant neoplasm of cervix,,,203
4,Z125,encounter for screening for malignant neoplasm of prostate,,,203
4,Z138,encounter for screening for oth diseases and disorders,,,203
5,Z000,encounter for general adult medical examination,100,314,314
5,I10,essential (primary) hypertension,44.585987261,140,314
5,E785,"hyperlipidemia, unspecified",23.885350318,75,314
5,E780,pure hypercholesterolemia,14.968152866,47,314
5,E782,mixed hyperlipidemia,14.968152866,47,314
5,E559,"vitamin d deficiency, unspecified",14.012738854,44,314
5,E039,"hypothyroidism, unspecified",12.420382166,39,314
5,Z125,encounter for screening for malignant neoplasm of prostate,12.101910828,38,314
5,Z121,encntr screen for malignant neoplasm of intestinal tract,8.9171974522,28,314
5,Z798,other long term (current) drug therapy,8.2802547771,26,314
5,R538,other malaise and fatigue,7.9617834395,25,314
5,R730,abnormal glucose,7.0063694268,22,314
5,Z138,encounter for screening for oth diseases and disorders,4.4585987261,14,314
5,Z682,"body mass index (bmi) 20-29, adult",3.821656051,12,314
5,Z136,encounter for screening for cardiovascular disorders,,,314
5,N183,"chronic kidney disease, stage 3 (moderate)",,,314
5,N400,enlarged prostate without lower urinary tract symptoms,,,314
5,E291,testicular hypofunction,,,314
5,R739,"hyperglycemia, unspecified",,,314
5,E538,deficiency of other specified b group vitamins,,,314
5,R312,other microscopic hematuria,,,314
5,R799,"abnormal finding of blood chemistry, unspecified",,,314
5,R829,other and unspecified abnormal findings in urine,,,314
5,R972,elevated prostate specific antigen [psa],,,314
5,Z124,encounter for screening for malignant neoplasm of cervix,,,314
5,C61,malignant neoplasm of prostate,,,314
5,E784,other hyperlipidemia,,,314
5,Z139,"encounter for screening, unspecified",,,314
5,N529,"male erectile dysfunction, unspecified",,,314
5,R311,benign essential microscopic hematuria,,,314
5,R351,nocturia,,,314
5,R809,"proteinuria, unspecified",,,314
5,Z014,encounter for gynecological examination,,,314
5,Z854,personal history of malignant neoplasm of genital organs,,,314
5,E079,"disorder of thyroid, unspecified",,,314
5,N419,"inflammatory disease of prostate, unspecified",,,314
5,N528,other male erectile dysfunction,,,314
5,N760,acute vaginitis,,,314
5,R103,pain localized to other parts of lower abdomen,,,314
5,R109,unspecified abdominal pain,,,314
5,R309,"painful micturition, unspecified",,,314
5,R319,"hematuria, unspecified",,,314
5,R32,unspecified urinary incontinence,,,314
5,R391,other difficulties with micturition,,,314
5,R398,other symptoms and signs involving the genitourinary system,,,314
5,Z874,personal history of diseases of genitourinary system,,,314
6,C61,malignant neoplasm of prostate,100,219,219
6,R972,elevated prostate specific antigen [psa],8.6757990868,19,219
6,R351,nocturia,8.2191780822,18,219
6,N529,"male erectile dysfunction, unspecified",7.7625570776,17,219
6,N523,post-surgical erectile dysfunction,7.3059360731,16,219
6,I10,essential (primary) hypertension,5.9360730594,13,219
6,N393,stress incontinence (female) (male),5.4794520548,12,219
6,R391,other difficulties with micturition,5.4794520548,12,219
6,R310,gross hematuria,,,219
6,E559,"vitamin d deficiency, unspecified",,,219
6,E782,mixed hyperlipidemia,,,219
6,N133,other and unspecified hydronephrosis,,,219
6,N400,enlarged prostate without lower urinary tract symptoms,,,219
6,R32,unspecified urinary incontinence,,,219
6,R339,"retention of urine, unspecified",,,219
6,C679,"malignant neoplasm of bladder, unspecified",,,219
6,E039,"hypothyroidism, unspecified",,,219
6,R312,other microscopic hematuria,,,219
6,N183,"chronic kidney disease, stage 3 (moderate)",,,219
6,N200,calculus of kidney,,,219
6,N320,bladder-neck obstruction,,,219
6,N359,"urethral stricture, unspecified",,,219
6,R319,"hematuria, unspecified",,,219
6,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,219
6,E291,testicular hypofunction,,,219
6,E785,"hyperlipidemia, unspecified",,,219
6,N520,vasculogenic erectile dysfunction,,,219
6,N528,other male erectile dysfunction,,,219
6,R399,unsp symptoms and signs involving the genitourinary system,,,219
6,Z798,other long term (current) drug therapy,,,219
6,E780,pure hypercholesterolemia,,,219
6,N328,other specified disorders of bladder,,,219
6,N394,other specified urinary incontinence,,,219
6,R311,benign essential microscopic hematuria,,,219
6,Z854,personal history of malignant neoplasm of genital organs,,,219
6,Z874,personal history of diseases of genitourinary system,,,219
6,N138,other obstructive and reflux uropathy,,,219
6,N281,"cyst of kidney, acquired",,,219
6,N300,acute cystitis,,,219
6,N301,interstitial cystitis (chronic),,,219
6,N309,"cystitis, unspecified",,,219
6,R103,pain localized to other parts of lower abdomen,,,219
6,R109,unspecified abdominal pain,,,219
6,R338,other retention of urine,,,219
6,R538,other malaise and fatigue,,,219
6,R730,abnormal glucose,,,219
6,R809,"proteinuria, unspecified",,,219
6,Z125,encounter for screening for malignant neoplasm of prostate,,,219
6,Z138,encounter for screening for oth diseases and disorders,,,219
6,Z804,family history of malignant neoplasm of genital organs,,,219
7,R972,elevated prostate specific antigen [psa],100,113,113
7,N400,enlarged prostate without lower urinary tract symptoms,23.008849558,26,113
7,R351,nocturia,,,113
7,N529,"male erectile dysfunction, unspecified",,,113
7,I10,essential (primary) hypertension,,,113
7,R310,gross hematuria,,,113
7,R391,other difficulties with micturition,,,113
7,E039,"hypothyroidism, unspecified",,,113
7,E291,testicular hypofunction,,,113
7,E785,"hyperlipidemia, unspecified",,,113
7,N320,bladder-neck obstruction,,,113
7,N402,nodular prostate without lower urinary tract symptoms,,,113
7,Q610,congenital renal cyst,,,113
7,R103,pain localized to other parts of lower abdomen,,,113
7,R312,other microscopic hematuria,,,113
7,Z798,other long term (current) drug therapy,,,113
7,Z804,family history of malignant neoplasm of genital organs,,,113
7,E780,pure hypercholesterolemia,,,113
7,E782,mixed hyperlipidemia,,,113
7,N200,calculus of kidney,,,113
7,N419,"inflammatory disease of prostate, unspecified",,,113
7,N528,other male erectile dysfunction,,,113
7,R311,benign essential microscopic hematuria,,,113
7,R319,"hematuria, unspecified",,,113
7,R339,"retention of urine, unspecified",,,113
7,R730,abnormal glucose,,,113
7,R809,"proteinuria, unspecified",,,113
7,R829,other and unspecified abnormal findings in urine,,,113
7,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,113
7,C672,malignant neoplasm of lateral wall of bladder,,,113
7,C679,"malignant neoplasm of bladder, unspecified",,,113
7,E079,"disorder of thyroid, unspecified",,,113
7,E559,"vitamin d deficiency, unspecified",,,113
7,E784,other hyperlipidemia,,,113
7,N133,other and unspecified hydronephrosis,,,113
7,N202,calculus of kidney with calculus of ureter,,,113
7,N281,"cyst of kidney, acquired",,,113
7,N359,"urethral stricture, unspecified",,,113
7,N393,stress incontinence (female) (male),,,113
7,N394,other specified urinary incontinence,,,113
7,N520,vasculogenic erectile dysfunction,,,113
7,R338,other retention of urine,,,113
7,R398,other symptoms and signs involving the genitourinary system,,,113
7,R538,other malaise and fatigue,,,113
7,R739,"hyperglycemia, unspecified",,,113
7,R799,"abnormal finding of blood chemistry, unspecified",,,113
7,Z125,encounter for screening for malignant neoplasm of prostate,,,113
7,Z682,"body mass index (bmi) 20-29, adult",,,113
7,Z854,personal history of malignant neoplasm of genital organs,,,113
8,E559,"vitamin d deficiency, unspecified",100,193,193
8,I10,essential (primary) hypertension,54.404145078,105,193
8,E785,"hyperlipidemia, unspecified",27.979274611,54,193
8,E039,"hypothyroidism, unspecified",21.243523316,41,193
8,E782,mixed hyperlipidemia,15.544041451,30,193
8,E780,pure hypercholesterolemia,15.025906736,29,193
8,R538,other malaise and fatigue,14.507772021,28,193
8,R730,abnormal glucose,11.917098446,23,193
8,Z798,other long term (current) drug therapy,11.917098446,23,193
8,E538,deficiency of other specified b group vitamins,6.7357512953,13,193
8,N183,"chronic kidney disease, stage 3 (moderate)",6.7357512953,13,193
8,E784,other hyperlipidemia,5.6994818653,11,193
8,N400,enlarged prostate without lower urinary tract symptoms,5.6994818653,11,193
8,R809,"proteinuria, unspecified",,,193
8,Z121,encntr screen for malignant neoplasm of intestinal tract,,,193
8,R319,"hematuria, unspecified",,,193
8,R799,"abnormal finding of blood chemistry, unspecified",,,193
8,Z138,encounter for screening for oth diseases and disorders,,,193
8,E291,testicular hypofunction,,,193
8,Z125,encounter for screening for malignant neoplasm of prostate,,,193
8,N300,acute cystitis,,,193
8,R829,other and unspecified abnormal findings in urine,,,193
8,Z874,personal history of diseases of genitourinary system,,,193
8,N200,calculus of kidney,,,193
8,R351,nocturia,,,193
8,R358,other polyuria,,,193
8,R391,other difficulties with micturition,,,193
8,Z014,encounter for gynecological examination,,,193
8,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,193
8,C679,"malignant neoplasm of bladder, unspecified",,,193
8,N281,"cyst of kidney, acquired",,,193
8,N301,interstitial cystitis (chronic),,,193
8,N328,other specified disorders of bladder,,,193
8,N393,stress incontinence (female) (male),,,193
8,N394,other specified urinary incontinence,,,193
8,N419,"inflammatory disease of prostate, unspecified",,,193
8,N528,other male erectile dysfunction,,,193
8,N952,postmenopausal atrophic vaginitis,,,193
8,R109,unspecified abdominal pain,,,193
8,R310,gross hematuria,,,193
8,R312,other microscopic hematuria,,,193
8,R399,unsp symptoms and signs involving the genitourinary system,,,193
8,Z124,encounter for screening for malignant neoplasm of cervix,,,193
8,Z136,encounter for screening for cardiovascular disorders,,,193
9,R312,other microscopic hematuria,100,87,87
9,N200,calculus of kidney,,,87
9,I10,essential (primary) hypertension,,,87
9,N394,other specified urinary incontinence,,,87
9,N400,enlarged prostate without lower urinary tract symptoms,,,87
9,R391,other difficulties with micturition,,,87
9,Z874,personal history of diseases of genitourinary system,,,87
9,N281,"cyst of kidney, acquired",,,87
9,E785,"hyperlipidemia, unspecified",,,87
9,N328,other specified disorders of bladder,,,87
9,N393,stress incontinence (female) (male),,,87
9,R310,gross hematuria,,,87
9,R351,nocturia,,,87
9,R809,"proteinuria, unspecified",,,87
9,N300,acute cystitis,,,87
9,N529,"male erectile dysfunction, unspecified",,,87
9,R109,unspecified abdominal pain,,,87
9,R319,"hematuria, unspecified",,,87
9,R399,unsp symptoms and signs involving the genitourinary system,,,87
9,C679,"malignant neoplasm of bladder, unspecified",,,87
9,E039,"hypothyroidism, unspecified",,,87
9,E780,pure hypercholesterolemia,,,87
9,E782,mixed hyperlipidemia,,,87
9,N183,"chronic kidney disease, stage 3 (moderate)",,,87
9,N301,interstitial cystitis (chronic),,,87
9,N302,other chronic cystitis,,,87
9,N309,"cystitis, unspecified",,,87
9,N320,bladder-neck obstruction,,,87
9,N359,"urethral stricture, unspecified",,,87
9,N528,other male erectile dysfunction,,,87
9,N760,acute vaginitis,,,87
9,N952,postmenopausal atrophic vaginitis,,,87
9,R32,unspecified urinary incontinence,,,87
9,R339,"retention of urine, unspecified",,,87
9,R358,other polyuria,,,87
9,R398,other symptoms and signs involving the genitourinary system,,,87
9,R730,abnormal glucose,,,87
9,R739,"hyperglycemia, unspecified",,,87
9,R829,other and unspecified abnormal findings in urine,,,87
9,Z121,encntr screen for malignant neoplasm of intestinal tract,,,87
9,Z125,encounter for screening for malignant neoplasm of prostate,,,87
9,Z138,encounter for screening for oth diseases and disorders,,,87
9,Z798,other long term (current) drug therapy,,,87
9,Z855,personal history of malignant neoplasm of urinary tract,,,87
10,I10,essential (primary) hypertension,100,594,594
10,E785,"hyperlipidemia, unspecified",26.767676768,159,594
10,E039,"hypothyroidism, unspecified",13.636363636,81,594
10,E782,mixed hyperlipidemia,11.616161616,69,594
10,E780,pure hypercholesterolemia,11.111111111,66,594
10,Z798,other long term (current) drug therapy,8.2491582492,49,594
10,R730,abnormal glucose,7.7441077441,46,594
10,Z125,encounter for screening for malignant neoplasm of prostate,6.734006734,40,594
10,R538,other malaise and fatigue,5.8922558923,35,594
10,N183,"chronic kidney disease, stage 3 (moderate)",5.3872053872,32,594
10,N400,enlarged prostate without lower urinary tract symptoms,3.8720538721,23,594
10,E784,other hyperlipidemia,2.6936026936,16,594
10,R319,"hematuria, unspecified",2.3569023569,14,594
10,R809,"proteinuria, unspecified",2.3569023569,14,594
10,R739,"hyperglycemia, unspecified",2.0202020202,12,594
10,R829,other and unspecified abnormal findings in urine,,,594
10,Z121,encntr screen for malignant neoplasm of intestinal tract,,,594
10,E538,deficiency of other specified b group vitamins,,,594
10,Z682,"body mass index (bmi) 20-29, adult",,,594
10,R109,unspecified abdominal pain,,,594
10,R351,nocturia,,,594
10,N300,acute cystitis,,,594
10,N529,"male erectile dysfunction, unspecified",,,594
10,E291,testicular hypofunction,,,594
10,R358,other polyuria,,,594
10,R399,unsp symptoms and signs involving the genitourinary system,,,594
10,Z138,encounter for screening for oth diseases and disorders,,,594
10,Z874,personal history of diseases of genitourinary system,,,594
10,E079,"disorder of thyroid, unspecified",,,594
10,N200,calculus of kidney,,,594
10,N394,other specified urinary incontinence,,,594
10,N419,"inflammatory disease of prostate, unspecified",,,594
10,N952,postmenopausal atrophic vaginitis,,,594
10,R103,pain localized to other parts of lower abdomen,,,594
10,R391,other difficulties with micturition,,,594
10,Z136,encounter for screening for cardiovascular disorders,,,594
10,Z139,"encounter for screening, unspecified",,,594
10,N281,"cyst of kidney, acquired",,,594
10,N309,"cystitis, unspecified",,,594
10,R32,unspecified urinary incontinence,,,594
10,R398,other symptoms and signs involving the genitourinary system,,,594
10,Z124,encounter for screening for malignant neoplasm of cervix,,,594
10,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,594
10,C679,"malignant neoplasm of bladder, unspecified",,,594
10,N133,other and unspecified hydronephrosis,,,594
10,N201,calculus of ureter,,,594
10,N302,other chronic cystitis,,,594
10,N328,other specified disorders of bladder,,,594
10,N393,stress incontinence (female) (male),,,594
10,N520,vasculogenic erectile dysfunction,,,594
10,N528,other male erectile dysfunction,,,594
10,R310,gross hematuria,,,594
10,R311,benign essential microscopic hematuria,,,594
10,R338,other retention of urine,,,594
10,R799,"abnormal finding of blood chemistry, unspecified",,,594
10,Z854,personal history of malignant neoplasm of genital organs,,,594
10,Z855,personal history of malignant neoplasm of urinary tract,,,594
11,N400,enlarged prostate without lower urinary tract symptoms,100,91,91
11,R351,nocturia,13.186813187,12,91
11,R391,other difficulties with micturition,,,91
11,E785,"hyperlipidemia, unspecified",,,91
11,R339,"retention of urine, unspecified",,,91
11,E291,testicular hypofunction,,,91
11,N200,calculus of kidney,,,91
11,N529,"male erectile dysfunction, unspecified",,,91
11,R310,gross hematuria,,,91
11,E039,"hypothyroidism, unspecified",,,91
11,N183,"chronic kidney disease, stage 3 (moderate)",,,91
11,N328,other specified disorders of bladder,,,91
11,N394,other specified urinary incontinence,,,91
11,R311,benign essential microscopic hematuria,,,91
11,R319,"hematuria, unspecified",,,91
11,R730,abnormal glucose,,,91
11,Z804,family history of malignant neoplasm of genital organs,,,91
11,Z855,personal history of malignant neoplasm of urinary tract,,,91
11,Z874,personal history of diseases of genitourinary system,,,91
11,C649,"malignant neoplasm of unsp kidney, except renal pelvis",,,91
11,C679,"malignant neoplasm of bladder, unspecified",,,91
11,E780,pure hypercholesterolemia,,,91
11,E782,mixed hyperlipidemia,,,91
11,N320,bladder-neck obstruction,,,91
11,N520,vasculogenic erectile dysfunction,,,91
11,R109,unspecified abdominal pain,,,91
11,R399,unsp symptoms and signs involving the genitourinary system,,,91
11,R538,other malaise and fatigue,,,91
11,C674,malignant neoplasm of posterior wall of bladder,,,91
11,N281,"cyst of kidney, acquired",,,91
11,N302,other chronic cystitis,,,91
11,N402,nodular prostate without lower urinary tract symptoms,,,91
11,N419,"inflammatory disease of prostate, unspecified",,,91
11,R739,"hyperglycemia, unspecified",,,91
11,R799,"abnormal finding of blood chemistry, unspecified",,,91
11,R829,other and unspecified abnormal findings in urine,,,91
11,Z121,encntr screen for malignant neoplasm of intestinal tract,,,91
11,Z798,other long term (current) drug therapy,,,91
12,R391,other difficulties with micturition,100,75,75
12,N394,other specified urinary incontinence,22.666666667,17,75
12,R351,nocturia,18.666666667,14,75
12,N952,postmenopausal atrophic vaginitis,,,75
