_Leaf_,code,DGNS_DESC,all_pc,all_cnt,leaf_total
8,I959,"hypotension, unspecified",,,206
8,N200,calculus of kidney,,,206
8,N401,enlarged prostate with lower urinary tract symptoms,,,206
8,R103,pain localized to other parts of lower abdomen,,,206
8,R108,other abdominal pain,,,206
8,R310,gross hematuria,,,206
8,R410,"disorientation, unspecified",,,206
8,Z125,encounter for screening for malignant neoplasm of prostate,,,206
8,Z885,allergy status to narcotic agent status,,,206
8,Z940,kidney transplant status,,,206
8,K802,calculus of gallbladder without cholecystitis,,,206
8,N201,calculus of ureter,,,206
8,R101,pain localized to upper abdomen,,,206
8,R110,nausea,,,206
8,R809,"proteinuria, unspecified",,,206
8,S008,superficial injury of other parts of head,,,206
8,F209,"schizophrenia, unspecified",,,206
8,G459,"transient cerebral ischemic attack, unspecified",,,206
8,N309,"cystitis, unspecified",,,206
8,N394,other specified urinary incontinence,,,206
8,R102,pelvic and perineal pain,,,206
8,R32,unspecified urinary incontinence,,,206
8,R508,other specified fever,,,206
8,Z944,liver transplant status,,,206
9,R531,weakness,100,72,72
9,R42,dizziness and giddiness,16.666666667,12,72
9,Z798,other long term (current) drug therapy,15.277777778,11,72
9,Z878,personal history of other specified conditions,,,72
9,E860,dehydration,,,72
9,R538,other malaise and fatigue,,,72
9,F039,unspecified dementia,,,72
9,F172,nicotine dependence,,,72
9,R418,oth symptoms and signs w cognitive functions and awareness,,,72
9,Z867,personal history of diseases of the circulatory system,,,72
9,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,72
9,R103,pain localized to other parts of lower abdomen,,,72
9,R110,nausea,,,72
9,R112,"nausea with vomiting, unspecified",,,72
9,R410,"disorientation, unspecified",,,72
9,R51,headache,,,72
9,R55,syncope and collapse,,,72
9,E780,pure hypercholesterolemia,,,72
9,R197,"diarrhea, unspecified",,,72
9,A419,"sepsis, unspecified organism",,,72
9,D728,other specified disorders of white blood cells,,,72
9,I959,"hypotension, unspecified",,,72
9,N179,"acute kidney failure, unspecified",,,72
9,N183,"chronic kidney disease, stage 3 (moderate)",,,72
9,N184,"chronic kidney disease, stage 4 (severe)",,,72
9,N309,"cystitis, unspecified",,,72
9,R32,unspecified urinary incontinence,,,72
9,R509,"fever, unspecified",,,72
9,R798,other specified abnormal findings of blood chemistry,,,72
9,S008,superficial injury of other parts of head,,,72
9,Z874,personal history of diseases of genitourinary system,,,72
9,Z885,allergy status to narcotic agent status,,,72
10,Z798,other long term (current) drug therapy,100,240,240
10,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,12.916666667,31,240
10,N183,"chronic kidney disease, stage 3 (moderate)",10.416666667,25,240
10,Z878,personal history of other specified conditions,9.5833333333,23,240
10,Z867,personal history of diseases of the circulatory system,7.5,18,240
10,Z940,kidney transplant status,6.6666666667,16,240
10,E780,pure hypercholesterolemia,6.25,15,240
10,F039,unspecified dementia,6.25,15,240
10,R538,other malaise and fatigue,5.4166666667,13,240
10,Z874,personal history of diseases of genitourinary system,5,12,240
10,R55,syncope and collapse,4.5833333333,11,240
10,E559,"vitamin d deficiency, unspecified",,,240
10,R42,dizziness and giddiness,,,240
10,F172,nicotine dependence,,,240
10,I959,"hypotension, unspecified",,,240
10,N179,"acute kidney failure, unspecified",,,240
10,R112,"nausea with vomiting, unspecified",,,240
10,E860,dehydration,,,240
10,N200,calculus of kidney,,,240
10,R197,"diarrhea, unspecified",,,240
10,R509,"fever, unspecified",,,240
10,N184,"chronic kidney disease, stage 4 (severe)",,,240
10,N401,enlarged prostate with lower urinary tract symptoms,,,240
10,R101,pain localized to upper abdomen,,,240
10,R109,unspecified abdominal pain,,,240
10,R110,nausea,,,240
10,R410,"disorientation, unspecified",,,240
10,R798,other specified abnormal findings of blood chemistry,,,240
10,Z018,encounter for other specified special examinations,,,240
10,Z885,allergy status to narcotic agent status,,,240
10,R103,pain localized to other parts of lower abdomen,,,240
10,R351,nocturia,,,240
10,R391,other difficulties with micturition,,,240
10,R51,headache,,,240
10,Z944,liver transplant status,,,240
10,N201,calculus of ureter,,,240
10,R108,other abdominal pain,,,240
10,R310,gross hematuria,,,240
10,R418,oth symptoms and signs w cognitive functions and awareness,,,240
10,S008,superficial injury of other parts of head,,,240
10,D728,other specified disorders of white blood cells,,,240
10,K529,"noninfective gastroenteritis and colitis, unspecified",,,240
10,K802,calculus of gallbladder without cholecystitis,,,240
10,N10,acute tubulo-interstitial nephritis,,,240
10,N309,"cystitis, unspecified",,,240
10,R312,other microscopic hematuria,,,240
10,R809,"proteinuria, unspecified",,,240
10,Z000,encounter for general adult medical examination,,,240
10,A419,"sepsis, unspecified organism",,,240
10,G459,"transient cerebral ischemic attack, unspecified",,,240
10,N210,calculus in bladder,,,240
10,R102,pelvic and perineal pain,,,240
10,R111,vomiting,,,240
10,R32,unspecified urinary incontinence,,,240
10,R338,other retention of urine,,,240
10,R339,"retention of urine, unspecified",,,240
10,Z125,encounter for screening for malignant neoplasm of prostate,,,240
11,Z018,encounter for other specified special examinations,100,115,115
11,E559,"vitamin d deficiency, unspecified",,,115
11,N200,calculus of kidney,,,115
11,N183,"chronic kidney disease, stage 3 (moderate)",,,115
11,R32,unspecified urinary incontinence,,,115
11,K802,calculus of gallbladder without cholecystitis,,,115
11,N201,calculus of ureter,,,115
11,N394,other specified urinary incontinence,,,115
11,N401,enlarged prostate with lower urinary tract symptoms,,,115
11,R102,pelvic and perineal pain,,,115
11,R399,unsp symptoms and signs involving the genitourinary system,,,115
11,Z867,personal history of diseases of the circulatory system,,,115
12,Z878,personal history of other specified conditions,100,61,61
12,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,22.950819672,14,61
12,N183,"chronic kidney disease, stage 3 (moderate)",,,61
12,N184,"chronic kidney disease, stage 4 (severe)",,,61
12,R110,nausea,,,61
12,D728,other specified disorders of white blood cells,,,61
12,E860,dehydration,,,61
12,I959,"hypotension, unspecified",,,61
12,R101,pain localized to upper abdomen,,,61
12,R109,unspecified abdominal pain,,,61
12,R197,"diarrhea, unspecified",,,61
12,R509,"fever, unspecified",,,61
12,R55,syncope and collapse,,,61
12,Z867,personal history of diseases of the circulatory system,,,61
12,R418,oth symptoms and signs w cognitive functions and awareness,,,61
12,R42,dizziness and giddiness,,,61
12,R51,headache,,,61
12,S008,superficial injury of other parts of head,,,61
12,A419,"sepsis, unspecified organism",,,61
12,E559,"vitamin d deficiency, unspecified",,,61
12,E780,pure hypercholesterolemia,,,61
12,F039,unspecified dementia,,,61
12,K802,calculus of gallbladder without cholecystitis,,,61
12,N132,hydronephrosis with renal and ureteral calculous obstruction,,,61
12,N179,"acute kidney failure, unspecified",,,61
12,N200,calculus of kidney,,,61
12,N201,calculus of ureter,,,61
12,N309,"cystitis, unspecified",,,61
12,N401,enlarged prostate with lower urinary tract symptoms,,,61
12,R103,pain localized to other parts of lower abdomen,,,61
12,R112,"nausea with vomiting, unspecified",,,61
12,R338,other retention of urine,,,61
12,R339,"retention of urine, unspecified",,,61
12,R538,other malaise and fatigue,,,61
12,R798,other specified abnormal findings of blood chemistry,,,61
12,Z874,personal history of diseases of genitourinary system,,,61
13,E860,dehydration,100,29,29
13,R197,"diarrhea, unspecified",,,29
13,R538,other malaise and fatigue,,,29
13,A419,"sepsis, unspecified organism",,,29
13,R55,syncope and collapse,,,29
13,F039,unspecified dementia,,,29
13,I959,"hypotension, unspecified",,,29
13,N179,"acute kidney failure, unspecified",,,29
13,R112,"nausea with vomiting, unspecified",,,29
13,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,29
13,K529,"noninfective gastroenteritis and colitis, unspecified",,,29
13,R109,unspecified abdominal pain,,,29
13,R110,nausea,,,29
13,R111,vomiting,,,29
13,R42,dizziness and giddiness,,,29
13,R509,"fever, unspecified",,,29
13,R51,headache,,,29
13,F172,nicotine dependence,,,29
13,R108,other abdominal pain,,,29
13,R339,"retention of urine, unspecified",,,29
13,R418,oth symptoms and signs w cognitive functions and awareness,,,29
13,Z125,encounter for screening for malignant neoplasm of prostate,,,29
13,Z867,personal history of diseases of the circulatory system,,,29
13,Z885,allergy status to narcotic agent status,,,29
14,R418,oth symptoms and signs w cognitive functions and awareness,100,29,29
14,R538,other malaise and fatigue,,,29
14,R109,unspecified abdominal pain,,,29
14,Z874,personal history of diseases of genitourinary system,,,29
14,E559,"vitamin d deficiency, unspecified",,,29
14,E780,pure hypercholesterolemia,,,29
14,F172,nicotine dependence,,,29
14,G459,"transient cerebral ischemic attack, unspecified",,,29
14,N179,"acute kidney failure, unspecified",,,29
14,N183,"chronic kidney disease, stage 3 (moderate)",,,29
14,N309,"cystitis, unspecified",,,29
14,R51,headache,,,29
14,R798,other specified abnormal findings of blood chemistry,,,29
14,Z867,personal history of diseases of the circulatory system,,,29
15,N183,"chronic kidney disease, stage 3 (moderate)",100,113,113
15,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,39.82300885,45,113
15,E559,"vitamin d deficiency, unspecified",,,113
15,R809,"proteinuria, unspecified",,,113
15,N179,"acute kidney failure, unspecified",,,113
15,F172,nicotine dependence,,,113
15,Z867,personal history of diseases of the circulatory system,,,113
15,D728,other specified disorders of white blood cells,,,113
15,E780,pure hypercholesterolemia,,,113
15,N184,"chronic kidney disease, stage 4 (severe)",,,113
15,R112,"nausea with vomiting, unspecified",,,113
15,R55,syncope and collapse,,,113
15,F039,unspecified dementia,,,113
15,I959,"hypotension, unspecified",,,113
15,N210,calculus in bladder,,,113
15,N309,"cystitis, unspecified",,,113
15,R101,pain localized to upper abdomen,,,113
15,R32,unspecified urinary incontinence,,,113
15,R509,"fever, unspecified",,,113
15,R51,headache,,,113
15,R538,other malaise and fatigue,,,113
15,Z000,encounter for general adult medical examination,,,113
15,Z125,encounter for screening for malignant neoplasm of prostate,,,113
15,Z885,allergy status to narcotic agent status,,,113
15,Z940,kidney transplant status,,,113
16,R109,unspecified abdominal pain,100,49,49
16,E559,"vitamin d deficiency, unspecified",,,49
16,F172,nicotine dependence,,,49
16,R110,nausea,,,49
16,R112,"nausea with vomiting, unspecified",,,49
16,R538,other malaise and fatigue,,,49
16,R197,"diarrhea, unspecified",,,49
16,R339,"retention of urine, unspecified",,,49
