_Leaf_,code,DGNS_DESC,all_pc,all_cnt,leaf_total
14,R112,"nausea with vomiting, unspecified",,,83
14,R197,"diarrhea, unspecified",,,83
14,R32,unspecified urinary incontinence,,,83
14,R391,other difficulties with micturition,,,83
14,R509,"fever, unspecified",,,83
14,R531,weakness,,,83
14,R55,syncope and collapse,,,83
14,B349,"viral infection, unspecified",,,83
14,E291,testicular hypofunction,,,83
14,E876,hypokalemia,,,83
14,F039,unspecified dementia,,,83
14,I951,orthostatic hypotension,,,83
14,I959,"hypotension, unspecified",,,83
14,K529,"noninfective gastroenteritis and colitis, unspecified",,,83
14,K590,constipation,,,83
14,N179,"acute kidney failure, unspecified",,,83
14,N201,calculus of ureter,,,83
14,N394,other specified urinary incontinence,,,83
14,R108,other abdominal pain,,,83
14,R319,"hematuria, unspecified",,,83
14,R351,nocturia,,,83
14,R739,"hyperglycemia, unspecified",,,83
14,R829,other and unspecified abnormal findings in urine,,,83
15,F039,unspecified dementia,100,27,27
15,R418,oth symptoms and signs w cognitive functions and awareness,,,27
15,E780,pure hypercholesterolemia,,,27
15,K590,constipation,,,27
15,R101,pain localized to upper abdomen,,,27
15,R197,"diarrhea, unspecified",,,27
15,R32,unspecified urinary incontinence,,,27
15,R410,"disorientation, unspecified",,,27
15,R798,other specified abnormal findings of blood chemistry,,,27
15,Z000,encounter for general adult medical examination,,,27
15,Z874,personal history of diseases of genitourinary system,,,27
16,E559,"vitamin d deficiency, unspecified",100,26,26
16,E780,pure hypercholesterolemia,,,26
16,R538,other malaise and fatigue,,,26
16,R798,other specified abnormal findings of blood chemistry,,,26
16,Z000,encounter for general adult medical examination,,,26
16,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,26
16,R319,"hematuria, unspecified",,,26
16,R531,weakness,,,26
16,C679,"malignant neoplasm of bladder, unspecified",,,26
16,I959,"hypotension, unspecified",,,26
16,N401,enlarged prostate with lower urinary tract symptoms,,,26
16,R110,nausea,,,26
16,R312,other microscopic hematuria,,,26
16,R418,oth symptoms and signs w cognitive functions and awareness,,,26
16,R730,abnormal glucose,,,26
16,R829,other and unspecified abnormal findings in urine,,,26
16,R972,elevated prostate specific antigen [psa],,,26
16,Z940,kidney transplant status,,,26
17,Z000,encounter for general adult medical examination,100,43,43
17,R538,other malaise and fatigue,,,43
17,E780,pure hypercholesterolemia,,,43
17,R32,unspecified urinary incontinence,,,43
17,D728,other specified disorders of white blood cells,,,43
17,M171,unilateral primary osteoarthritis of knee,,,43
17,N401,enlarged prostate with lower urinary tract symptoms,,,43
17,R351,nocturia,,,43
17,R972,elevated prostate specific antigen [psa],,,43
18,R339,"retention of urine, unspecified",100,34,34
18,N401,enlarged prostate with lower urinary tract symptoms,,,34
18,R391,other difficulties with micturition,,,34
18,R972,elevated prostate specific antigen [psa],,,34
