_Leaf_,code,DGNS_DESC,all_pc,all_cnt,leaf_total
2,N184,"chronic kidney disease, stage 4 (severe)",,,454
2,N189,"chronic kidney disease, unspecified",,,454
2,N401,enlarged prostate with lower urinary tract symptoms,,,454
2,N419,"inflammatory disease of prostate, unspecified",,,454
2,R790,abnormal level of blood mineral,,,454
2,N182,"chronic kidney disease, stage 2 (mild)",,,454
2,R312,other microscopic hematuria,,,454
2,R319,"hematuria, unspecified",,,454
2,R391,other difficulties with micturition,,,454
2,Z018,encounter for other specified special examinations,,,454
2,Z854,personal history of malignant neoplasm of genital organs,,,454
2,N200,calculus of kidney,,,454
2,N300,acute cystitis,,,454
2,N394,other specified urinary incontinence,,,454
2,N952,postmenopausal atrophic vaginitis,,,454
2,Z940,kidney transplant status,,,454
2,N281,"cyst of kidney, acquired",,,454
2,N328,other specified disorders of bladder,,,454
2,N393,stress incontinence (female) (male),,,454
2,N529,"male erectile dysfunction, unspecified",,,454
2,R310,gross hematuria,,,454
2,R398,other symptoms and signs involving the genitourinary system,,,454
3,R300,dysuria,100,232,232
3,R350,frequency of micturition,6.0344827586,14,232
3,I10,essential (primary) hypertension,5.6034482759,13,232
3,R538,other malaise and fatigue,,,232
3,R391,other difficulties with micturition,,,232
3,E785,"hyperlipidemia, unspecified",,,232
3,E119,type 2 diabetes mellitus without complications,,,232
3,E780,pure hypercholesterolemia,,,232
3,N300,acute cystitis,,,232
3,Z798,other long term (current) drug therapy,,,232
3,E782,mixed hyperlipidemia,,,232
3,E784,other hyperlipidemia,,,232
3,N302,other chronic cystitis,,,232
3,N401,enlarged prostate with lower urinary tract symptoms,,,232
3,R310,gross hematuria,,,232
3,R829,other and unspecified abnormal findings in urine,,,232
3,Z854,personal history of malignant neoplasm of genital organs,,,232
3,Z874,personal history of diseases of genitourinary system,,,232
3,D649,"anemia, unspecified",,,232
3,E039,"hypothyroidism, unspecified",,,232
3,N200,calculus of kidney,,,232
3,N309,"cystitis, unspecified",,,232
3,N328,other specified disorders of bladder,,,232
3,R309,"painful micturition, unspecified",,,232
3,R351,nocturia,,,232
3,R972,elevated prostate specific antigen [psa],,,232
3,Z131,encounter for screening for diabetes mellitus,,,232
3,Z132,"encntr screen for nutritional, metabolic and oth endo disord",,,232
3,D509,"iron deficiency anemia, unspecified",,,232
3,E038,other specified hypothyroidism,,,232
3,E538,deficiency of other specified b group vitamins,,,232
3,N183,"chronic kidney disease, stage 3 (moderate)",,,232
3,N201,calculus of ureter,,,232
3,N258,oth disorders resulting from impaired renal tubular function,,,232
3,N281,"cyst of kidney, acquired",,,232
3,N320,bladder-neck obstruction,,,232
3,N394,other specified urinary incontinence,,,232
3,R319,"hematuria, unspecified",,,232
3,R32,unspecified urinary incontinence,,,232
3,R398,other symptoms and signs involving the genitourinary system,,,232
3,R739,"hyperglycemia, unspecified",,,232
3,Z000,encounter for general adult medical examination,,,232
3,Z125,encounter for screening for malignant neoplasm of prostate,,,232
4,I10,essential (primary) hypertension,100,890,890
4,E785,"hyperlipidemia, unspecified",26.741573034,238,890
4,E119,type 2 diabetes mellitus without complications,21.460674157,191,890
4,E039,"hypothyroidism, unspecified",14.382022472,128,890
4,E782,mixed hyperlipidemia,11.235955056,100,890
4,E780,pure hypercholesterolemia,11.123595506,99,890
4,Z798,other long term (current) drug therapy,10.337078652,92,890
4,Z000,encounter for general adult medical examination,9.1011235955,81,890
4,R730,abnormal glucose,7.5280898876,67,890
4,N183,"chronic kidney disease, stage 3 (moderate)",6.5168539326,58,890
4,R538,other malaise and fatigue,5.1685393258,46,890
4,Z125,encounter for screening for malignant neoplasm of prostate,4.9438202247,44,890
4,D649,"anemia, unspecified",4.7191011236,42,890
4,N400,enlarged prostate without lower urinary tract symptoms,4.3820224719,39,890
4,E784,other hyperlipidemia,3.3707865169,30,890
4,R350,frequency of micturition,3.2584269663,29,890
4,R739,"hyperglycemia, unspecified",3.0337078652,27,890
4,N184,"chronic kidney disease, stage 4 (severe)",2.3595505618,21,890
4,M109,"gout, unspecified",2.2471910112,20,890
4,R809,"proteinuria, unspecified",2.2471910112,20,890
4,D509,"iron deficiency anemia, unspecified",2.0224719101,18,890
4,R829,other and unspecified abnormal findings in urine,1.9101123596,17,890
4,N401,enlarged prostate with lower urinary tract symptoms,1.797752809,16,890
4,R319,"hematuria, unspecified",1.6853932584,15,890
4,N189,"chronic kidney disease, unspecified",1.3483146067,12,890
4,R972,elevated prostate specific antigen [psa],1.3483146067,12,890
4,Z018,encounter for other specified special examinations,1.3483146067,12,890
4,C61,malignant neoplasm of prostate,1.2359550562,11,890
4,E038,other specified hypothyroidism,1.2359550562,11,890
4,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,890
4,E538,deficiency of other specified b group vitamins,,,890
4,N182,"chronic kidney disease, stage 2 (mild)",,,890
4,R32,unspecified urinary incontinence,,,890
4,Z132,"encntr screen for nutritional, metabolic and oth endo disord",,,890
4,E834,disorders of magnesium metabolism,,,890
4,C679,"malignant neoplasm of bladder, unspecified",,,890
4,R312,other microscopic hematuria,,,890
4,R351,nocturia,,,890
4,N300,acute cystitis,,,890
4,N419,"inflammatory disease of prostate, unspecified",,,890
4,N200,calculus of kidney,,,890
4,N258,oth disorders resulting from impaired renal tubular function,,,890
4,N309,"cystitis, unspecified",,,890
4,N529,"male erectile dysfunction, unspecified",,,890
4,R391,other difficulties with micturition,,,890
4,R799,"abnormal finding of blood chemistry, unspecified",,,890
4,Z131,encounter for screening for diabetes mellitus,,,890
4,Z854,personal history of malignant neoplasm of genital organs,,,890
4,Z874,personal history of diseases of genitourinary system,,,890
4,Z940,kidney transplant status,,,890
4,N429,"disorder of prostate, unspecified",,,890
4,R310,gross hematuria,,,890
4,N328,other specified disorders of bladder,,,890
4,N393,stress incontinence (female) (male),,,890
4,R339,"retention of urine, unspecified",,,890
4,R418,oth symptoms and signs w cognitive functions and awareness,,,890
4,N138,other obstructive and reflux uropathy,,,890
4,N281,"cyst of kidney, acquired",,,890
4,N320,bladder-neck obstruction,,,890
4,N394,other specified urinary incontinence,,,890
4,N411,chronic prostatitis,,,890
4,R311,benign essential microscopic hematuria,,,890
4,R398,other symptoms and signs involving the genitourinary system,,,890
4,R790,abnormal level of blood mineral,,,890
5,R350,frequency of micturition,100,171,171
5,R391,other difficulties with micturition,16.374269006,28,171
5,R351,nocturia,14.035087719,24,171
5,N401,enlarged prostate with lower urinary tract symptoms,12.280701754,21,171
5,N394,other specified urinary incontinence,8.7719298246,15,171
5,C61,malignant neoplasm of prostate,,,171
5,E785,"hyperlipidemia, unspecified",,,171
5,R538,other malaise and fatigue,,,171
5,E119,type 2 diabetes mellitus without complications,,,171
5,E039,"hypothyroidism, unspecified",,,171
5,N400,enlarged prostate without lower urinary tract symptoms,,,171
5,R972,elevated prostate specific antigen [psa],,,171
5,Z874,personal history of diseases of genitourinary system,,,171
5,R312,other microscopic hematuria,,,171
5,E782,mixed hyperlipidemia,,,171
5,N189,"chronic kidney disease, unspecified",,,171
5,N328,other specified disorders of bladder,,,171
5,R310,gross hematuria,,,171
5,R730,abnormal glucose,,,171
5,Z132,"encntr screen for nutritional, metabolic and oth endo disord",,,171
5,D649,"anemia, unspecified",,,171
5,E780,pure hypercholesterolemia,,,171
5,N281,"cyst of kidney, acquired",,,171
5,N411,chronic prostatitis,,,171
5,N529,"male erectile dysfunction, unspecified",,,171
5,N952,postmenopausal atrophic vaginitis,,,171
5,R32,unspecified urinary incontinence,,,171
5,R339,"retention of urine, unspecified",,,171
5,R829,other and unspecified abnormal findings in urine,,,171
5,Z125,encounter for screening for malignant neoplasm of prostate,,,171
5,Z798,other long term (current) drug therapy,,,171
5,C679,"malignant neoplasm of bladder, unspecified",,,171
5,E038,other specified hypothyroidism,,,171
5,E538,deficiency of other specified b group vitamins,,,171
5,E784,other hyperlipidemia,,,171
5,E834,disorders of magnesium metabolism,,,171
5,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,171
5,M109,"gout, unspecified",,,171
5,N138,other obstructive and reflux uropathy,,,171
5,N183,"chronic kidney disease, stage 3 (moderate)",,,171
5,N184,"chronic kidney disease, stage 4 (severe)",,,171
5,R311,benign essential microscopic hematuria,,,171
5,R319,"hematuria, unspecified",,,171
5,R398,other symptoms and signs involving the genitourinary system,,,171
5,R739,"hyperglycemia, unspecified",,,171
5,R799,"abnormal finding of blood chemistry, unspecified",,,171
5,Z000,encounter for general adult medical examination,,,171
5,Z018,encounter for other specified special examinations,,,171
5,Z854,personal history of malignant neoplasm of genital organs,,,171
5,Z855,personal history of malignant neoplasm of urinary tract,,,171
6,N401,enlarged prostate with lower urinary tract symptoms,100,179,179
6,R972,elevated prostate specific antigen [psa],18.994413408,34,179
6,R351,nocturia,18.43575419,33,179
6,R391,other difficulties with micturition,16.759776536,30,179
6,N529,"male erectile dysfunction, unspecified",7.8212290503,14,179
6,N138,other obstructive and reflux uropathy,6.1452513966,11,179
6,C61,malignant neoplasm of prostate,,,179
6,N200,calculus of kidney,,,179
6,R312,other microscopic hematuria,,,179
6,R339,"retention of urine, unspecified",,,179
6,R310,gross hematuria,,,179
6,N281,"cyst of kidney, acquired",,,179
6,N411,chronic prostatitis,,,179
6,Z125,encounter for screening for malignant neoplasm of prostate,,,179
6,N328,other specified disorders of bladder,,,179
6,N394,other specified urinary incontinence,,,179
6,C679,"malignant neoplasm of bladder, unspecified",,,179
6,E039,"hypothyroidism, unspecified",,,179
6,N201,calculus of ureter,,,179
6,R319,"hematuria, unspecified",,,179
6,Z000,encounter for general adult medical examination,,,179
6,D649,"anemia, unspecified",,,179
6,E119,type 2 diabetes mellitus without complications,,,179
6,E780,pure hypercholesterolemia,,,179
6,E785,"hyperlipidemia, unspecified",,,179
6,N302,other chronic cystitis,,,179
6,N320,bladder-neck obstruction,,,179
6,R32,unspecified urinary incontinence,,,179
6,R538,other malaise and fatigue,,,179
6,R730,abnormal glucose,,,179
6,Z855,personal history of malignant neoplasm of urinary tract,,,179
6,Z874,personal history of diseases of genitourinary system,,,179
6,E782,mixed hyperlipidemia,,,179
6,E784,other hyperlipidemia,,,179
6,N309,"cystitis, unspecified",,,179
6,N400,enlarged prostate without lower urinary tract symptoms,,,179
6,R398,other symptoms and signs involving the genitourinary system,,,179
6,R399,unsp symptoms and signs involving the genitourinary system,,,179
6,R829,other and unspecified abnormal findings in urine,,,179
6,Z854,personal history of malignant neoplasm of genital organs,,,179
7,E785,"hyperlipidemia, unspecified",100,169,169
7,E119,type 2 diabetes mellitus without complications,16.568047337,28,169
7,E039,"hypothyroidism, unspecified",14.792899408,25,169
7,Z000,encounter for general adult medical examination,14.792899408,25,169
7,R730,abnormal glucose,9.4674556213,16,169
7,Z798,other long term (current) drug therapy,9.4674556213,16,169
7,R538,other malaise and fatigue,8.875739645,15,169
7,Z125,encounter for screening for malignant neoplasm of prostate,7.6923076923,13,169
7,D649,"anemia, unspecified",6.5088757396,11,169
7,N183,"chronic kidney disease, stage 3 (moderate)",6.5088757396,11,169
7,E780,pure hypercholesterolemia,,,169
7,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,169
7,M109,"gout, unspecified",,,169
7,N400,enlarged prostate without lower urinary tract symptoms,,,169
7,R799,"abnormal finding of blood chemistry, unspecified",,,169
7,R972,elevated prostate specific antigen [psa],,,169
7,N182,"chronic kidney disease, stage 2 (mild)",,,169
7,R809,"proteinuria, unspecified",,,169
7,Z018,encounter for other specified special examinations,,,169
7,E784,other hyperlipidemia,,,169
7,N258,oth disorders resulting from impaired renal tubular function,,,169
7,N328,other specified disorders of bladder,,,169
7,N394,other specified urinary incontinence,,,169
7,R391,other difficulties with micturition,,,169
7,R739,"hyperglycemia, unspecified",,,169
7,C61,malignant neoplasm of prostate,,,169
7,E038,other specified hypothyroidism,,,169
7,E538,deficiency of other specified b group vitamins,,,169
7,E782,mixed hyperlipidemia,,,169
7,N184,"chronic kidney disease, stage 4 (severe)",,,169
7,N189,"chronic kidney disease, unspecified",,,169
7,N200,calculus of kidney,,,169
7,N300,acute cystitis,,,169
7,N419,"inflammatory disease of prostate, unspecified",,,169
7,R312,other microscopic hematuria,,,169
7,R32,unspecified urinary incontinence,,,169
7,R351,nocturia,,,169
7,Z854,personal history of malignant neoplasm of genital organs,,,169
7,D509,"iron deficiency anemia, unspecified",,,169
7,N529,"male erectile dysfunction, unspecified",,,169
7,R310,gross hematuria,,,169
7,R319,"hematuria, unspecified",,,169
7,R339,"retention of urine, unspecified",,,169
7,R399,unsp symptoms and signs involving the genitourinary system,,,169
7,R418,oth symptoms and signs w cognitive functions and awareness,,,169
7,R790,abnormal level of blood mineral,,,169
7,R829,other and unspecified abnormal findings in urine,,,169
7,Z131,encounter for screening for diabetes mellitus,,,169
8,R319,"hematuria, unspecified",100,82,82
8,D649,"anemia, unspecified",,,82
8,R972,elevated prostate specific antigen [psa],,,82
8,Z000,encounter for general adult medical examination,,,82
8,E039,"hypothyroidism, unspecified",,,82
8,E780,pure hypercholesterolemia,,,82
8,E782,mixed hyperlipidemia,,,82
8,N183,"chronic kidney disease, stage 3 (moderate)",,,82
8,N400,enlarged prostate without lower urinary tract symptoms,,,82
8,R310,gross hematuria,,,82
8,R312,other microscopic hematuria,,,82
8,R829,other and unspecified abnormal findings in urine,,,82
8,Z798,other long term (current) drug therapy,,,82
8,Z874,personal history of diseases of genitourinary system,,,82
8,C679,"malignant neoplasm of bladder, unspecified",,,82
8,E538,deficiency of other specified b group vitamins,,,82
8,E784,other hyperlipidemia,,,82
8,E834,disorders of magnesium metabolism,,,82
8,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,82
8,N182,"chronic kidney disease, stage 2 (mild)",,,82
8,N952,postmenopausal atrophic vaginitis,,,82
8,R32,unspecified urinary incontinence,,,82
8,R351,nocturia,,,82
8,R391,other difficulties with micturition,,,82
8,R399,unsp symptoms and signs involving the genitourinary system,,,82
8,R538,other malaise and fatigue,,,82
8,R739,"hyperglycemia, unspecified",,,82
8,R809,"proteinuria, unspecified",,,82
8,Z018,encounter for other specified special examinations,,,82
9,N183,"chronic kidney disease, stage 3 (moderate)",100,117,117
9,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,18.803418803,22,117
9,R809,"proteinuria, unspecified",11.111111111,13,117
9,E119,type 2 diabetes mellitus without complications,,,117
9,E780,pure hypercholesterolemia,,,117
9,D649,"anemia, unspecified",,,117
9,Z798,other long term (current) drug therapy,,,117
9,E039,"hypothyroidism, unspecified",,,117
9,N189,"chronic kidney disease, unspecified",,,117
9,E038,other specified hypothyroidism,,,117
9,E782,mixed hyperlipidemia,,,117
9,M109,"gout, unspecified",,,117
9,N182,"chronic kidney disease, stage 2 (mild)",,,117
9,N400,enlarged prostate without lower urinary tract symptoms,,,117
9,Z000,encounter for general adult medical examination,,,117
9,Z125,encounter for screening for malignant neoplasm of prostate,,,117
9,Z940,kidney transplant status,,,117
9,E784,other hyperlipidemia,,,117
9,N281,"cyst of kidney, acquired",,,117
9,N300,acute cystitis,,,117
9,R312,other microscopic hematuria,,,117
9,R391,other difficulties with micturition,,,117
9,R538,other malaise and fatigue,,,117
9,R730,abnormal glucose,,,117
9,R739,"hyperglycemia, unspecified",,,117
9,R829,other and unspecified abnormal findings in urine,,,117
9,R972,elevated prostate specific antigen [psa],,,117
9,Z874,personal history of diseases of genitourinary system,,,117
10,R391,other difficulties with micturition,100,70,70
10,C61,malignant neoplasm of prostate,15.714285714,11,70
10,R351,nocturia,,,70
10,R972,elevated prostate specific antigen [psa],,,70
10,N394,other specified urinary incontinence,,,70
10,Z874,personal history of diseases of genitourinary system,,,70
10,N400,enlarged prostate without lower urinary tract symptoms,,,70
10,N952,postmenopausal atrophic vaginitis,,,70
10,R312,other microscopic hematuria,,,70
10,R829,other and unspecified abnormal findings in urine,,,70
10,N302,other chronic cystitis,,,70
10,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,70
10,N184,"chronic kidney disease, stage 4 (severe)",,,70
10,N200,calculus of kidney,,,70
10,N281,"cyst of kidney, acquired",,,70
10,N320,bladder-neck obstruction,,,70
10,N328,other specified disorders of bladder,,,70
10,N411,chronic prostatitis,,,70
10,N529,"male erectile dysfunction, unspecified",,,70
10,R309,"painful micturition, unspecified",,,70
10,R310,gross hematuria,,,70
10,R32,unspecified urinary incontinence,,,70
10,R339,"retention of urine, unspecified",,,70
10,R418,oth symptoms and signs w cognitive functions and awareness,,,70
10,R538,other malaise and fatigue,,,70
10,Z018,encounter for other specified special examinations,,,70
10,Z854,personal history of malignant neoplasm of genital organs,,,70
11,C61,malignant neoplasm of prostate,100,84,84
11,R351,nocturia,,,84
11,N529,"male erectile dysfunction, unspecified",,,84
11,R312,other microscopic hematuria,,,84
11,R972,elevated prostate specific antigen [psa],,,84
11,N200,calculus of kidney,,,84
11,N393,stress incontinence (female) (male),,,84
11,N309,"cystitis, unspecified",,,84
11,N400,enlarged prostate without lower urinary tract symptoms,,,84
11,R310,gross hematuria,,,84
11,R339,"retention of urine, unspecified",,,84
11,Z855,personal history of malignant neoplasm of urinary tract,,,84
11,C679,"malignant neoplasm of bladder, unspecified",,,84
11,N201,calculus of ureter,,,84
11,N281,"cyst of kidney, acquired",,,84
11,N320,bladder-neck obstruction,,,84
11,N328,other specified disorders of bladder,,,84
11,N394,other specified urinary incontinence,,,84
11,R739,"hyperglycemia, unspecified",,,84
11,R829,other and unspecified abnormal findings in urine,,,84
11,Z125,encounter for screening for malignant neoplasm of prostate,,,84
11,Z874,personal history of diseases of genitourinary system,,,84
12,E782,mixed hyperlipidemia,100,76,76
12,E119,type 2 diabetes mellitus without complications,22.368421053,17,76
12,Z000,encounter for general adult medical examination,17.105263158,13,76
12,Z125,encounter for screening for malignant neoplasm of prostate,,,76
12,R538,other malaise and fatigue,,,76
12,R730,abnormal glucose,,,76
12,Z798,other long term (current) drug therapy,,,76
12,E038,other specified hypothyroidism,,,76
12,E039,"hypothyroidism, unspecified",,,76
12,R829,other and unspecified abnormal findings in urine,,,76
12,D649,"anemia, unspecified",,,76
12,M109,"gout, unspecified",,,76
12,N182,"chronic kidney disease, stage 2 (mild)",,,76
12,N300,acute cystitis,,,76
12,N400,enlarged prostate without lower urinary tract symptoms,,,76
12,R351,nocturia,,,76
12,R799,"abnormal finding of blood chemistry, unspecified",,,76
12,Z132,"encntr screen for nutritional, metabolic and oth endo disord",,,76
12,D509,"iron deficiency anemia, unspecified",,,76
12,E780,pure hypercholesterolemia,,,76
12,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,76
12,N184,"chronic kidney disease, stage 4 (severe)",,,76
12,N200,calculus of kidney,,,76
12,N309,"cystitis, unspecified",,,76
12,R309,"painful micturition, unspecified",,,76
12,R312,other microscopic hematuria,,,76
12,R418,oth symptoms and signs w cognitive functions and awareness,,,76
12,R972,elevated prostate specific antigen [psa],,,76
12,Z018,encounter for other specified special examinations,,,76
12,Z131,encounter for screening for diabetes mellitus,,,76
12,Z855,personal history of malignant neoplasm of urinary tract,,,76
13,E780,pure hypercholesterolemia,100,73,73
13,E119,type 2 diabetes mellitus without complications,19.178082192,14,73
13,E039,"hypothyroidism, unspecified",16.438356164,12,73
13,Z000,encounter for general adult medical examination,,,73
13,Z125,encounter for screening for malignant neoplasm of prostate,,,73
13,R538,other malaise and fatigue,,,73
13,Z798,other long term (current) drug therapy,,,73
13,R730,abnormal glucose,,,73
13,D649,"anemia, unspecified",,,73
13,N400,enlarged prostate without lower urinary tract symptoms,,,73
13,I129,hypertensive chronic kidney disease w stg 1-4/unsp chr kdny,,,73
13,R739,"hyperglycemia, unspecified",,,73
13,R972,elevated prostate specific antigen [psa],,,73
13,M109,"gout, unspecified",,,73
13,R799,"abnormal finding of blood chemistry, unspecified",,,73
13,D509,"iron deficiency anemia, unspecified",,,73
13,E038,other specified hypothyroidism,,,73
13,E538,deficiency of other specified b group vitamins,,,73
13,N182,"chronic kidney disease, stage 2 (mild)",,,73
13,N189,"chronic kidney disease, unspecified",,,73
13,N200,calculus of kidney,,,73
13,N328,other specified disorders of bladder,,,73
13,N394,other specified urinary incontinence,,,73
13,N429,"disorder of prostate, unspecified",,,73
13,R351,nocturia,,,73
13,Z018,encounter for other specified special examinations,,,73
13,Z132,"encntr screen for nutritional, metabolic and oth endo disord",,,73
14,R829,other and unspecified abnormal findings in urine,100,56,56
14,E119,type 2 diabetes mellitus without complications,,,56
14,D649,"anemia, unspecified",,,56
14,E039,"hypothyroidism, unspecified",,,56
14,N200,calculus of kidney,,,56
14,R310,gross hematuria,,,56
14,R351,nocturia,,,56
14,Z000,encounter for general adult medical examination,,,56
14,Z940,kidney transplant status,,,56
14,C679,"malignant neoplasm of bladder, unspecified",,,56
14,D509,"iron deficiency anemia, unspecified",,,56
14,E834,disorders of magnesium metabolism,,,56
14,N281,"cyst of kidney, acquired",,,56
14,N300,acute cystitis,,,56
14,N393,stress incontinence (female) (male),,,56
14,N394,other specified urinary incontinence,,,56
14,N400,enlarged prostate without lower urinary tract symptoms,,,56
14,N529,"male erectile dysfunction, unspecified",,,56
14,R312,other microscopic hematuria,,,56
14,R538,other malaise and fatigue,,,56
14,R799,"abnormal finding of blood chemistry, unspecified",,,56
14,R972,elevated prostate specific antigen [psa],,,56
14,Z131,encounter for screening for diabetes mellitus,,,56
14,Z132,"encntr screen for nutritional, metabolic and oth endo disord",,,56
14,Z798,other long term (current) drug therapy,,,56
14,Z854,personal history of malignant neoplasm of genital organs,,,56
14,Z855,personal history of malignant neoplasm of urinary tract,,,56
14,Z874,personal history of diseases of genitourinary system,,,56
15,Z798,other long term (current) drug therapy,100,78,78
15,Z000,encounter for general adult medical examination,,,78
15,Z125,encounter for screening for malignant neoplasm of prostate,,,78
15,E039,"hypothyroidism, unspecified",,,78
15,N189,"chronic kidney disease, unspecified",,,78
15,R538,other malaise and fatigue,,,78
15,D649,"anemia, unspecified",,,78
15,E119,type 2 diabetes mellitus without complications,,,78
15,E784,other hyperlipidemia,,,78
15,E834,disorders of magnesium metabolism,,,78
15,R730,abnormal glucose,,,78
15,Z131,encounter for screening for diabetes mellitus,,,78
